block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block02,baldosa,CVC,CV,ba,word,mismatch,bal,bal,critical,1.0
block02,renombre,CV,CV,ba,word,match,bal,ren,filler01,None
block02,tortuga,CVC,CV,ba,word,mismatch,bal,tor,filler02,None
block02,semilla,CV,CV,ba,word,match,bal,sem,filler03,None
block02,torpeza,CVC,CV,ba,word,mismatch,bal,tor,filler04,None
block02,sortija,CVC,CV,ba,word,mismatch,bal,sor,filler05,None
block02,tersura,CVC,CV,ba,word,mismatch,bal,ter,filler06,None
block02,picota,CV,CV,ba,word,match,bal,pic,filler07,None
block02,sotana,CV,CV,ba,word,match,bal,sot,filler08,None
block02,sonido,CV,CV,ba,word,match,bal,son,filler09,None
