block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block15,linele,CV,CVC,lin,nonword,mismatch,lin,lin,critical,1.0
block15,jagito,CV,CVC,lin,nonword,mismatch,lin,jag,filler01,None
block15,parsida,CVC,CVC,lin,nonword,match,lin,par,filler02,None
block15,ducoste,CV,CVC,lin,nonword,mismatch,lin,duc,filler03,None
block15,cortupto,CVC,CVC,lin,nonword,match,lin,cor,filler04,None
block15,tosaba,CV,CVC,lin,nonword,mismatch,lin,tos,filler05,None
block15,suseña,CV,CVC,lin,nonword,mismatch,lin,sus,filler06,None
block15,meptrona,CVC,CVC,lin,nonword,match,lin,mep,filler07,None
block15,deroda,CV,CVC,lin,nonword,mismatch,lin,der,filler08,None
block15,sutnido,CVC,CVC,lin,nonword,match,lin,sut,filler09,None
