block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block11,linaje,CV,CVC,lin,word,mismatch,lin,lin,critical,1.0
block11,portillo,CVC,CVC,lin,word,match,lin,por,filler01,None
block11,sobaco,CV,CVC,lin,word,mismatch,lin,sob,filler02,None
block11,respuesta,CVC,CVC,lin,word,match,lin,res,filler03,None
block11,garbanzo,CVC,CVC,lin,word,match,lin,gar,filler04,None
block11,corneta,CVC,CVC,lin,word,match,lin,cor,filler05,None
block11,pozuelo,CV,CVC,lin,word,mismatch,lin,poz,filler06,None
block11,barcaza,CVC,CVC,lin,word,match,lin,bar,filler07,None
block11,sureste,CV,CVC,lin,word,mismatch,lin,sur,filler08,None
block11,torija,CV,CVC,lin,word,mismatch,lin,tor,filler09,None
