block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block14,linlirna,CVC,CV,li,nonword,mismatch,lin,lin,critical,1.0
block14,parvida,CVC,CV,li,nonword,mismatch,lin,par,filler01,None
block14,sociare,CV,CV,li,nonword,match,lin,soc,filler02,None
block14,decanro,CV,CV,li,nonword,match,lin,dec,filler03,None
block14,taviño,CV,CV,li,nonword,match,lin,tav,filler04,None
block14,pospana,CVC,CV,li,nonword,mismatch,lin,pos,filler05,None
block14,poscallo,CVC,CV,li,nonword,mismatch,lin,pos,filler06,None
block14,gerotio,CV,CV,li,nonword,match,lin,ger,filler07,None
block14,tusorto,CV,CV,li,nonword,match,lin,tus,filler08,None
block14,tercega,CVC,CV,li,nonword,mismatch,lin,ter,filler09,None
