block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block01,balada,CV,CV,ba,word,match,bal,bal,critical,1.0
block01,rendija,CVC,CV,ba,word,mismatch,bal,ren,filler01,None
block01,tortuga,CVC,CV,ba,word,mismatch,bal,tor,filler02,None
block01,semilla,CV,CV,ba,word,match,bal,sem,filler03,None
block01,torpeza,CVC,CV,ba,word,mismatch,bal,tor,filler04,None
block01,sortija,CVC,CV,ba,word,mismatch,bal,sor,filler05,None
block01,tersura,CVC,CV,ba,word,mismatch,bal,ter,filler06,None
block01,picota,CV,CV,ba,word,match,bal,pic,filler07,None
block01,sotana,CV,CV,ba,word,match,bal,sot,filler08,None
block01,sonido,CV,CV,ba,word,match,bal,son,filler09,None
