block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block13,linele,CV,CV,li,nonword,match,lin,lin,critical,1.0
block13,parvida,CVC,CV,li,nonword,mismatch,lin,par,filler01,None
block13,sociare,CV,CV,li,nonword,match,lin,soc,filler02,None
block13,decanro,CV,CV,li,nonword,match,lin,dec,filler03,None
block13,taviño,CV,CV,li,nonword,match,lin,tav,filler04,None
block13,pospana,CVC,CV,li,nonword,mismatch,lin,pos,filler05,None
block13,poscallo,CVC,CV,li,nonword,mismatch,lin,pos,filler06,None
block13,tornanga,CVC,CV,li,nonword,mismatch,lin,tor,filler07,None
block13,tusorto,CV,CV,li,nonword,match,lin,tus,filler08,None
block13,tercega,CVC,CV,li,nonword,mismatch,lin,ter,filler09,None
