block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block10,linterna,CVC,CV,li,word,mismatch,lin,lin,critical,1.0
block10,tartana,CVC,CV,li,word,mismatch,lin,tar,filler01,None
block10,portazo,CVC,CV,li,word,mismatch,lin,por,filler02,None
block10,vereda,CV,CV,li,word,match,lin,ver,filler03,None
block10,zarpazo,CVC,CV,li,word,mismatch,lin,zar,filler04,None
block10,jasmina,CVC,CV,li,word,mismatch,lin,jas,filler05,None
block10,regazo,CV,CV,li,word,match,lin,reg,filler06,None
block10,recurso,CV,CV,li,word,match,lin,rec,filler07,None
block10,tocino,CV,CV,li,word,match,lin,toc,filler08,None
block10,dureza,CV,CV,li,word,match,lin,dur,filler09,None
