block,word,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,item_type,corrAns
block07,balega,CV,CVC,bal,nonword,mismatch,bal,bal,critical,1.0
block07,denciña,CVC,CVC,bal,nonword,match,bal,den,filler01,None
block07,cecaja,CV,CVC,bal,nonword,mismatch,bal,cec,filler02,None
block07,vestolcio,CVC,CVC,bal,nonword,match,bal,ves,filler03,None
block07,cicora,CV,CVC,bal,nonword,mismatch,bal,cic,filler04,None
block07,sinvera,CVC,CVC,bal,nonword,match,bal,sin,filler05,None
block07,simedo,CV,CVC,bal,nonword,mismatch,bal,sim,filler06,None
block07,donania,CV,CVC,bal,nonword,mismatch,bal,don,filler07,None
block07,vinterca,CVC,CVC,bal,nonword,match,bal,vin,filler08,None
block07,cencera,CVC,CVC,bal,nonword,match,bal,cen,filler09,None
