"block","word","wd_int_syl_str","tar_syl_str","tar_syl","wd_status","matching","lemma","first_3","item_type","corrAns"
"block19","butaca","CV","CVC","pes","word","mismatch","pes","but","filler08","None"
"block19","ribera","CV","CVC","pes","word","mismatch","pes","rib","filler09","None"
"block20","pestaña","CVC","CVC","pes","word","match","pes","pes","critical","1.0"
"block20","talante","CV","CVC","pes","word","mismatch","pes","tal","filler01","None"
"block20","tornillo","CVC","CVC","pes","word","match","pes","tor","filler02","None"
"block20","ruptura","CVC","CVC","pes","word","match","pes","rup","filler03","None"
"block20","durmiente","CVC","CVC","pes","word","match","pes","dur","filler04","None"
"block20","burbuja","CVC","CVC","pes","word","match","pes","bur","filler05","None"
"block20","viruela","CV","CVC","pes","word","mismatch","pes","vir","filler06","None"
"block20","lavabo","CV","CVC","pes","word","mismatch","pes","lav","filler07","None"
"block20","butaca","CV","CVC","pes","word","mismatch","pes","but","filler08","None"
"block20","ribera","CV","CVC","pes","word","mismatch","pes","rib","filler09","None"
"block21","pesipa","CV","CV","pe","nonword","match","pes","pes","critical","1.0"
"block21","docado","CV","CV","pe","nonword","match","pes","doc","filler01","None"
"block21","normaso","CVC","CV","pe","nonword","mismatch","pes","nor","filler02","None"
"block21","borpanza","CVC","CV","pe","nonword","mismatch","pes","bor","filler03","None"
"block21","daviba","CV","CV","pe","nonword","match","pes","dav","filler04","None"
"block21","cabsero","CVC","CV","pe","nonword","mismatch","pes","cab","filler05","None"
"block21","tutmuja","CVC","CV","pe","nonword","mismatch","pes","tut","filler06","None"
"block21","talaja","CV","CV","pe","nonword","match","pes","tal","filler07","None"
"block21","gorente","CV","CV","pe","nonword","match","pes","gor","filler08","None"
"block21","lultame","CVC","CV","pe","nonword","mismatch","pes","lul","filler09","None"
"block22","pesdeña","CVC","CV","pe","nonword","mismatch","pes","pes","critical","1.0"
"block22","docado","CV","CV","pe","nonword","match","pes","doc","filler01","None"
"block22","normaso","CVC","CV","pe","nonword","mismatch","pes","nor","filler02","None"
"block22","bicera","CV","CV","pe","nonword","match","pes","bic","filler03","None"
"block22","daviba","CV","CV","pe","nonword","match","pes","dav","filler04","None"
"block22","cabsero","CVC","CV","pe","nonword","mismatch","pes","cab","filler05","None"
"block22","tutmuja","CVC","CV","pe","nonword","mismatch","pes","tut","filler06","None"
"block22","talaja","CV","CV","pe","nonword","match","pes","tal","filler07","None"
"block22","gorente","CV","CV","pe","nonword","match","pes","gor","filler08","None"
"block22","lultame","CVC","CV","pe","nonword","mismatch","pes","lul","filler09","None"
"block23","pesipa","CV","CVC","pes","nonword","mismatch","pes","pes","critical","1.0"
"block23","tomida","CV","CVC","pes","nonword","mismatch","pes","tom","filler01","None"
"block23","farime","CV","CVC","pes","nonword","mismatch","pes","far","filler02","None"
"block23","civillo","CV","CVC","pes","nonword","mismatch","pes","civ","filler03","None"
"block23","cunceza","CVC","CVC","pes","nonword","match","pes","cun","filler04","None"
"block23","runrullo","CVC","CVC","pes","nonword","match","pes","run","filler05","None"
"block23","mingrago","CVC","CVC","pes","nonword","match","pes","min","filler06","None"
"block23","rizgura","CVC","CVC","pes","nonword","match","pes","riz","filler07","None"
"block23","duliste","CV","CVC","pes","nonword","mismatch","pes","dul","filler08","None"
"block23","cubteha","CVC","CVC","pes","nonword","match","pes","cub","filler09","None"
"block24","pesdeña","CVC","CVC","pes","nonword","match","pes","pes","critical","1.0"
"block24","tomida","CV","CVC","pes","nonword","mismatch","pes","tom","filler01","None"
"block24","farime","CV","CVC","pes","nonword","mismatch","pes","far","filler02","None"
"block24","civillo","CV","CVC","pes","nonword","mismatch","pes","civ","filler03","None"
"block24","cunceza","CVC","CVC","pes","nonword","match","pes","cun","filler04","None"
"block24","tecido","CV","CVC","pes","nonword","mismatch","pes","tec","filler05","None"
"block24","mingrago","CVC","CVC","pes","nonword","match","pes","min","filler06","None"
"block24","rizgura","CVC","CVC","pes","nonword","match","pes","riz","filler07","None"
"block24","duliste","CV","CVC","pes","nonword","mismatch","pes","dul","filler08","None"
"block24","cubteha","CVC","CVC","pes","nonword","match","pes","cub","filler09","None"
"block25","rosario","CV","CV","ro","word","match","ros","ros","critical","1.0"
"block25","pantalla","CVC","CV","ro","word","mismatch","ros","pan","filler01","None"
"block25","lenguaje","CVC","CV","ro","word","mismatch","ros","len","filler02","None"
"block25","cambiazo","CVC","CV","ro","word","mismatch","ros","cam","filler03","None"
"block25","campiña","CVC","CV","ro","word","mismatch","ros","cam","filler04","None"
"block25","putada","CV","CV","ro","word","match","ros","put","filler05","None"
"block25","pileta","CV","CV","ro","word","match","ros","pil","filler06","None"
"block25","legajo","CV","CV","ro","word","match","ros","leg","filler07","None"
"block25","veleta","CV","CV","ro","word","match","ros","vel","filler08","None"
"block25","balbina","CVC","CV","ro","word","mismatch","ros","bal","filler09","None"
"block26","rosquilla","CVC","CV","ro","word","mismatch","ros","ros","critical","1.0"
"block26","pantalla","CVC","CV","ro","word","mismatch","ros","pan","filler01","None"
"block26","lenguaje","CVC","CV","ro","word","mismatch","ros","len","filler02","None"
"block26","cambiazo","CVC","CV","ro","word","mismatch","ros","cam","filler03","None"
"block26","campiña","CVC","CV","ro","word","mismatch","ros","cam","filler04","None"
"block26","putada","CV","CV","ro","word","match","ros","put","filler05","None"
"block26","pileta","CV","CV","ro","word","match","ros","pil","filler06","None"
"block26","legajo","CV","CV","ro","word","match","ros","leg","filler07","None"
"block26","veleta","CV","CV","ro","word","match","ros","vel","filler08","None"
"block26","pitillo","CV","CV","ro","word","match","ros","pit","filler09","None"
"block27","rosario","CV","CVC","ros","word","mismatch","ros","ros","critical","1.0"
"block27","bengala","CVC","CVC","ros","word","match","ros","ben","filler01","None"
"block27","lanzazo","CVC","CVC","ros","word","match","ros","lan","filler02","None"
"block27","ventisca","CVC","CVC","ros","word","match","ros","ven","filler03","None"
"block27","vigencia","CV","CVC","ros","word","mismatch","ros","vig","filler04","None"
"block27","pulsera","CVC","CVC","ros","word","match","ros","pul","filler05","None"
"block27","bacteria","CVC","CVC","ros","word","match","ros","bac","filler06","None"
"block27","bufido","CV","CVC","ros","word","mismatch","ros","buf","filler07","None"
"block27","cigoto","CV","CVC","ros","word","mismatch","ros","cig","filler08","None"
"block27","vinilo","CV","CVC","ros","word","mismatch","ros","vin","filler09","None"
"block28","rosquilla","CVC","CVC","ros","word","match","ros","ros","critical","1.0"
"block28","bengala","CVC","CVC","ros","word","match","ros","ben","filler01","None"
"block28","lanzazo","CVC","CVC","ros","word","match","ros","lan","filler02","None"
"block28","pimiento","CV","CVC","ros","word","mismatch","ros","pim","filler03","None"
"block28","vigencia","CV","CVC","ros","word","mismatch","ros","vig","filler04","None"
"block28","pulsera","CVC","CVC","ros","word","match","ros","pul","filler05","None"
"block28","bacteria","CVC","CVC","ros","word","match","ros","bac","filler06","None"
"block28","bufido","CV","CVC","ros","word","mismatch","ros","buf","filler07","None"
"block28","cigoto","CV","CVC","ros","word","mismatch","ros","cig","filler08","None"
"block28","vinilo","CV","CVC","ros","word","mismatch","ros","vin","filler09","None"
"block29","rosepio","CV","CV","ro","nonword","match","ros","ros","critical","1.0"
"block29","tidioma","CV","CV","ro","nonword","match","ros","tid","filler01","None"
"block29","cinsecho","CVC","CV","ro","nonword","mismatch","ros","cin","filler02","None"
"block29","bimena","CV","CV","ro","nonword","match","ros","bim","filler03","None"
"block29","lectorio","CVC","CV","ro","nonword","mismatch","ros","lec","filler04","None"
"block29","denfiña","CVC","CV","ro","nonword","mismatch","ros","den","filler05","None"
"block29","fimallo","CV","CV","ro","nonword","match","ros","fim","filler06","None"
"block29","canreza","CVC","CV","ro","nonword","mismatch","ros","can","filler07","None"
"block29","talfrado","CVC","CV","ro","nonword","mismatch","ros","tal","filler08","None"
"block29","demonto","CV","CV","ro","nonword","match","ros","dem","filler09","None"
"block30","rosvailla","CVC","CV","ro","nonword","mismatch","ros","ros","critical","1.0"
"block30","tidioma","CV","CV","ro","nonword","match","ros","tid","filler01","None"
"block30","cinsecho","CVC","CV","ro","nonword","mismatch","ros","cin","filler02","None"
"block30","bimena","CV","CV","ro","nonword","match","ros","bim","filler03","None"
"block30","lectorio","CVC","CV","ro","nonword","mismatch","ros","lec","filler04","None"
"block30","denfiña","CVC","CV","ro","nonword","mismatch","ros","den","filler05","None"
"block30","fimallo","CV","CV","ro","nonword","match","ros","fim","filler06","None"
"block30","canreza","CVC","CV","ro","nonword","mismatch","ros","can","filler07","None"
"block30","naduta","CV","CV","ro","nonword","match","ros","nad","filler08","None"
"block30","demonto","CV","CV","ro","nonword","match","ros","dem","filler09","None"
"block31","rosepio","CV","CVC","ros","nonword","mismatch","ros","ros","critical","1.0"
"block31","divona","CV","CVC","ros","nonword","mismatch","ros","div","filler01","None"
"block31","mipcura","CVC","CVC","ros","nonword","match","ros","mip","filler02","None"
"block31","fivalia","CV","CVC","ros","nonword","mismatch","ros","fiv","filler03","None"
"block31","baldeblo","CVC","CVC","ros","nonword","match","ros","bal","filler04","None"
"block31","venetlo","CV","CVC","ros","nonword","mismatch","ros","ven","filler05","None"
"block31","funclera","CVC","CVC","ros","nonword","match","ros","fun","filler06","None"
"block31","mifena","CV","CVC","ros","nonword","mismatch","ros","mif","filler07","None"
"block31","ventoble","CVC","CVC","ros","nonword","match","ros","ven","filler08","None"
"block31","tenvila","CVC","CVC","ros","nonword","match","ros","ten","filler09","None"
"block32","rosvailla","CVC","CVC","ros","nonword","match","ros","ros","critical","1.0"
"block32","divona","CV","CVC","ros","nonword","mismatch","ros","div","filler01","None"
"block32","mipcura","CVC","CVC","ros","nonword","match","ros","mip","filler02","None"
"block32","fivalia","CV","CVC","ros","nonword","mismatch","ros","fiv","filler03","None"
"block32","baldeblo","CVC","CVC","ros","nonword","match","ros","bal","filler04","None"
"block32","venetlo","CV","CVC","ros","nonword","mismatch","ros","ven","filler05","None"
"block32","bitiala","CV","CVC","ros","nonword","mismatch","ros","bit","filler06","None"
"block32","mifena","CV","CVC","ros","nonword","mismatch","ros","mif","filler07","None"
"block32","ventoble","CVC","CVC","ros","nonword","match","ros","ven","filler08","None"
"block32","tenvila","CVC","CVC","ros","nonword","match","ros","ten","filler09","None"
"block33","camisa","CV","CV","ca","word","match","cam","cam","critical","1.0"
"block33","porfía","CVC","CV","ca","word","mismatch","cam","por","filler01","None"
"block33","rendija","CVC","CV","ca","word","mismatch","cam","ren","filler02","None"
"block33","soborno","CV","CV","ca","word","match","cam","sob","filler03","None"
"block33","fondillo","CVC","CV","ca","word","mismatch","cam","fon","filler04","None"
"block33","felpudo","CVC","CV","ca","word","mismatch","cam","fel","filler05","None"
"block33","suspenso","CVC","CV","ca","word","mismatch","cam","sus","filler06","None"
"block33","topacio","CV","CV","ca","word","match","cam","top","filler07","None"
"block33","ribazo","CV","CV","ca","word","match","cam","rib","filler08","None"
"block33","pitillo","CV","CV","ca","word","match","cam","pit","filler09","None"
"block34","camisa","CV","CVC","cam","word","mismatch","cam","cam","critical","1.0"
"block34","ponencia","CV","CVC","cam","word","mismatch","cam","pon","filler01","None"
"block34","sordera","CVC","CVC","cam","word","match","cam","sor","filler02","None"
"block34","doncella","CVC","CVC","cam","word","match","cam","don","filler03","None"
"block34","nevera","CV","CVC","cam","word","mismatch","cam","nev","filler04","None"
"block34","ventisca","CVC","CVC","cam","word","match","cam","ven","filler05","None"
"block34","pintura","CVC","CVC","cam","word","match","cam","pin","filler06","None"
"block34","perfidia","CVC","CVC","cam","word","match","cam","per","filler07","None"
"block34","tijera","CV","CVC","cam","word","mismatch","cam","tij","filler08","None"
"block34","fogata","CV","CVC","cam","word","mismatch","cam","fog","filler09","None"
"block35","campana","CVC","CV","ca","word","mismatch","cam","cam","critical","1.0"
"block35","porfía","CVC","CV","ca","word","mismatch","cam","por","filler01","None"
"block35","ternera","CVC","CV","ca","word","mismatch","cam","ter","filler02","None"
"block35","poniente","CV","CV","ca","word","match","cam","pon","filler03","None"
"block35","ponencia","CV","CV","ca","word","match","cam","pon","filler04","None"
"block35","felpudo","CVC","CV","ca","word","mismatch","cam","fel","filler05","None"
"block35","suspenso","CVC","CV","ca","word","mismatch","cam","sus","filler06","None"
"block35","topacio","CV","CV","ca","word","match","cam","top","filler07","None"
"block35","ribazo","CV","CV","ca","word","match","cam","rib","filler08","None"
"block35","noviazgo","CV","CV","ca","word","match","cam","nov","filler09","None"
"block36","campana","CVC","CVC","cam","word","match","cam","cam","critical","1.0"
"block36","fondillo","CVC","CVC","cam","word","match","cam","fon","filler01","None"
"block36","sordera","CVC","CVC","cam","word","match","cam","sor","filler02","None"
"block36","percance","CVC","CVC","cam","word","match","cam","per","filler03","None"
"block36","rivera","CV","CVC","cam","word","mismatch","cam","riv","filler04","None"
"block36","pinchazo","CVC","CVC","cam","word","match","cam","pin","filler05","None"
"block36","renombre","CV","CVC","cam","word","mismatch","cam","ren","filler06","None"
"block36","regazo","CV","CVC","cam","word","mismatch","cam","reg","filler07","None"
"block36","regato","CV","CVC","cam","word","mismatch","cam","reg","filler08","None"
"block36","pureza","CV","CVC","cam","word","mismatch","cam","pur","filler09","None"
"block37","camofa","CV","CV","ca","nonword","match","cam","cam","critical","1.0"
"block37","depite","CV","CV","ca","nonword","match","cam","dep","filler01","None"
"block37","neteno","CV","CV","ca","nonword","match","cam","net","filler02","None"
"block37","nenedo","CV","CV","ca","nonword","match","cam","nen","filler03","None"
"block37","dedioro","CV","CV","ca","nonword","match","cam","ded","filler04","None"
"block37","sobvondo","CVC","CV","ca","nonword","mismatch","cam","sob","filler05","None"
"block37","tunruja","CVC","CV","ca","nonword","mismatch","cam","tun","filler06","None"
